price,carat,clarity,cut,color,depth,table,x,y,z,date
544,0.28,VVS2,Very Good,E,62,56,4.22,4.3,2.63,2012-08-11
5143,1.07,SI1,Very Good,H,59.2,61,6.65,6.67,3.94,2012-08-11
1933,0.51,VVS1,Ideal,G,61,57,5.17,5.19,3.16,2012-08-11
1966,0.5,VVS1,Very Good,G,62.3,59,5.01,5.04,3.13,2012-08-11
2196,0.62,VS1,Premium,E,62.2,58,5.41,5.46,3.38,2012-08-11
16239,2.66,SI2,Good,H,63.8,57,8.71,8.65,5.54,2012-08-11
752,0.24,VVS1,Ideal,E,60.9,56,4.01,4.04,2.45,2012-08-11
6745,1.5,SI1,Ideal,J,59.4,62,7.38,7.35,4.38,2012-08-11
862,0.3,VVS1,Ideal,E,62.1,57,4.27,4.3,2.66,2012-08-11
4652,1.22,SI2,Very Good,J,62.6,58,6.78,6.84,4.26,2012-08-11
2737,0.7,VS2,Very Good,F,61.6,60,5.59,5.65,3.46,2012-08-11
6169,1.02,VS2,Premium,G,59.2,59,6.66,6.58,3.92,2012-08-11
2535,0.7,VS1,Premium,G,61.4,59,5.74,5.59,3.51,2012-08-11
2623,0.73,VVS1,Very Good,I,61.9,57,5.75,5.79,3.57,2012-08-11
2199,0.81,SI1,Premium,J,61.8,57,6.02,5.96,3.7,2012-08-11
1996,0.63,VS1,Premium,H,61.7,59,5.53,5.49,3.4,2012-08-11
4608,1.01,SI1,Good,E,64.7,57,6.22,6.29,4.05,2012-08-11
673,0.29,IF,Ideal,G,62,56,4.23,4.27,2.63,2012-08-11
1257,0.38,VVS2,Premium,D,60,62,4.73,4.7,2.83,2012-08-11
734,0.31,VS2,Ideal,D,59,57,4.44,4.48,2.63,2012-08-11
2312,0.55,VVS2,Very Good,E,59.6,59,5.32,5.39,3.19,2012-08-11
737,0.4,SI1,Very Good,E,62.8,59,4.64,4.69,2.93,2012-08-11
4234,0.9,VS1,Premium,H,62.7,60,6.12,6.07,3.82,2012-08-11
694,0.3,VVS2,Very Good,F,62.4,57,4.25,4.27,2.66,2012-08-11
2941,0.79,SI2,Very Good,E,59.2,59,6.04,6.06,3.58,2012-08-11
2777,0.7,SI1,Ideal,E,61.4,57,5.76,5.7,3.52,2012-08-11
457,0.25,VVS1,Very Good,G,59.4,63,4.07,4.11,2.43,2012-08-11
1699,0.5,VS2,Premium,E,60.5,60,5.13,5.09,3.09,2012-08-11
907,0.31,VVS1,Premium,H,62.1,58,4.36,4.33,2.7,2012-08-11
2304,0.96,I1,Fair,J,59.5,60,6.28,6.23,3.72,2012-08-11
6751,1.07,VVS2,Very Good,H,61.3,56,6.54,6.59,4.03,2012-08-11
4089,0.92,SI1,Good,G,60.6,60,6.29,6.32,3.82,2012-08-11
4034,0.9,SI1,Very Good,E,60.1,58,6.25,6.29,3.77,2012-08-11
394,0.3,VS1,Very Good,J,62.4,58,4.26,4.3,2.67,2012-08-11
5720,1,VS2,Very Good,E,62.8,63,6.28,6.33,3.96,2012-08-11
4826,1.17,SI1,Very Good,I,62.6,58,6.64,6.71,4.18,2012-08-11
6419,1.09,VS2,Ideal,H,61.4,57,6.61,6.65,4.07,2012-08-11
4401,1.06,SI2,Ideal,H,60.1,59,6.65,6.63,3.99,2012-08-11
1013,0.3,VVS2,Ideal,E,61.9,57,4.31,4.28,2.66,2012-08-11
8950,1.22,VS2,Premium,D,59.6,60,6.97,6.95,4.15,2012-08-11
3954,0.9,SI1,Good,F,64.7,54,6.04,6.08,3.92,2012-08-11
658,0.3,VS2,Ideal,E,61.8,55,4.33,4.35,2.68,2012-08-11
2401,0.7,SI1,Good,F,63.2,57,5.62,5.68,3.57,2012-08-11
2795,0.72,VS1,Good,F,60.7,60,5.74,5.72,3.48,2012-08-11
9999,1.26,VS2,Ideal,F,61.2,57,6.96,6.99,4.27,2012-08-11
3024,0.72,VS2,Premium,E,62.5,59,5.73,5.7,3.57,2012-08-11
5231,1.11,SI2,Ideal,G,60.7,59,6.72,6.76,4.09,2012-08-11
891,0.31,IF,Ideal,G,61.6,55,4.35,4.38,2.69,2012-10-08
7325,1.33,VS2,Ideal,I,62.6,55,7.01,7.05,4.4,2012-10-08
5383,1.02,VS2,Very Good,H,62.4,57,6.43,6.35,3.99,2012-10-08
1187,0.5,SI1,Very Good,G,64.1,57,5.04,5.07,3.24,2012-10-08
2818,0.7,VS1,Ideal,E,62.9,57,5.66,5.61,3.54,2012-10-08
12898,2.01,SI1,Premium,E,60.4,61,8.05,7.98,4.84,2012-10-08
6132,1.05,VS1,Very Good,H,59.5,56,6.62,6.68,3.96,2012-10-08
1721,0.53,VS2,Ideal,E,61.3,55,5.2,5.24,3.2,2012-10-08
16277,1.51,VS1,Premium,E,59.5,59,7.54,7.48,4.47,2012-10-08
2234,0.73,SI1,Ideal,I,62,56,5.8,5.75,3.58,2012-10-08
1751,0.57,SI1,Ideal,F,62.2,56,5.33,5.31,3.31,2012-10-08
789,0.31,VVS1,Ideal,G,61.5,55,4.39,4.42,2.71,2012-10-08
2720,0.51,VVS1,Ideal,E,61.9,54,5.11,5.17,3.18,2012-10-08
775,0.34,VVS2,Ideal,G,61.6,56,4.47,4.49,2.76,2012-10-08
781,0.33,VS2,Very Good,D,62.8,54,4.43,4.46,2.79,2012-10-08
1106,0.4,VVS2,Very Good,E,61,55,4.77,4.81,2.92,2012-10-08
6062,1.06,SI1,Very Good,D,59.3,60,6.64,6.71,3.96,2012-10-08
9788,1.24,VVS2,Ideal,G,61.2,56,6.92,6.88,4.22,2012-10-08
7724,1.02,VVS2,Very Good,G,62.5,59,6.34,6.42,3.99,2012-10-08
6043,1,VS2,Ideal,E,62,55,6.42,6.38,3.97,2012-10-08
6662,1.03,VS1,Very Good,F,61.7,56,6.47,6.49,4,2012-10-08
1278,0.54,SI2,Very Good,E,62.4,57.7,5.19,5.2,3.25,2012-10-08
10538,1.22,VS2,Ideal,D,61.7,56,6.89,6.86,4.24,2012-10-08
5562,1.29,VS1,Very Good,I,61.1,58,6.98,7.03,4.28,2012-10-08
886,0.3,IF,Ideal,F,62.1,55,4.31,4.35,2.69,2012-10-08
1133,0.31,IF,Premium,E,61,59,4.39,4.36,2.67,2012-10-08
2614,0.7,SI1,Ideal,E,62.7,57,5.64,5.66,3.54,2012-10-08
562,0.39,SI2,Very Good,H,62.4,59,4.58,4.65,2.88,2012-10-08
2745,0.8,SI1,Very Good,F,61.6,59,5.9,5.96,3.65,2012-10-08
5946,1.01,VS2,Premium,G,62.1,60,6.37,6.35,3.95,2012-10-08
1449,0.55,SI1,Very Good,F,63.3,58,5.21,5.18,3.29,2012-10-08
906,0.35,VS2,Ideal,F,61.5,57,4.56,4.52,2.79,2012-10-08
956,0.3,IF,Premium,G,61,62,4.34,4.32,2.64,2012-10-08
1577,0.52,VS1,Premium,H,61.4,57,5.27,5.16,3.2,2012-10-08
4666,1.01,SI2,Very Good,E,61.5,56,6.45,6.47,3.97,2012-10-08
2138,0.7,SI1,Ideal,H,61.2,58,5.74,5.77,3.52,2012-10-08
2669,0.96,SI2,Premium,I,61.3,60,6.45,6.25,3.9,2012-10-08
4242,1.01,SI1,Very Good,H,62.7,59,6.27,6.33,3.95,2012-10-08
532,0.3,VVS2,Ideal,I,62.5,53.6,4.29,4.33,2.69,2012-10-08
1546,0.51,VS2,Premium,G,62.7,58,5.12,5.09,3.2,2012-10-08
759,0.31,VVS2,Ideal,F,61.9,56,4.32,4.37,2.69,2012-10-08
15309,1.68,VS2,Very Good,F,61.1,60,7.63,7.7,4.68,2012-10-08
3478,0.91,VS2,Very Good,J,61.9,59,6.11,6.16,3.8,2012-10-08
5260,1.01,VS2,Premium,H,61.9,57,6.42,6.35,3.95,2012-10-08
1158,0.4,VVS2,Ideal,E,61.8,56,4.74,4.77,2.94,2012-10-08
430,0.31,SI1,Ideal,I,61.4,56,4.35,4.38,2.68,2012-10-08
3404,0.81,VS1,Very Good,H,62.5,57,5.94,5.96,3.72,2012-10-08
12268,2.03,SI2,Premium,J,61.6,58,8.12,8.15,5.01,2012-10-08
4332,1.19,SI2,Premium,H,61.9,58,6.84,6.77,4.21,2012-10-08
4884,1.02,SI1,Very Good,H,63.4,57,6.42,6.36,4.05,2012-10-08
7881,1.18,VVS2,Premium,G,61,58,6.79,6.84,4.16,2012-10-08
9682,1.7,SI2,Fair,H,64.5,55,7.58,7.52,4.87,2012-10-08
6680,0.9,VVS1,Ideal,G,61.5,56,6.22,6.24,3.83,2012-10-08
872,0.31,VS2,Premium,E,60,59,4.39,4.35,2.62,2012-10-08
10356,1.59,SI1,Very Good,H,62.2,58,7.45,7.48,4.64,2012-10-08
1097,0.39,VS1,Premium,G,62.6,58,4.7,4.66,2.93,2012-10-08
720,0.32,VS1,Premium,H,62.8,58,4.37,4.35,2.74,2012-10-08
3685,1,VS2,Premium,J,60.7,61,6.5,6.41,3.92,2012-10-08
2497,0.74,VS2,Ideal,H,62.5,54,5.76,5.82,3.62,2012-10-08
5007,0.8,VS1,Ideal,E,61.8,56,5.92,5.96,3.67,2012-10-08
1947,0.52,VS2,Ideal,E,61.2,56,5.2,5.16,3.17,2012-10-08
603,0.27,VS1,Ideal,E,61.6,56,4.17,4.14,2.56,2012-10-08
3115,0.84,SI1,Premium,F,59,59,6.18,6.13,3.63,2012-10-08
4092,0.9,SI1,Very Good,E,63.1,60,6.18,6.14,3.89,2012-10-08
1059,0.4,VS2,Ideal,F,62,59,4.77,4.71,2.95,2012-10-08
1150,0.52,SI2,Ideal,G,61.3,56,5.19,5.22,3.19,2012-10-08
5211,1.2,SI1,Good,I,63.9,56,6.62,6.69,4.25,2012-10-08
684,0.3,VVS2,Very Good,G,62.9,55,4.3,4.32,2.71,2012-10-08
14638,2.11,VS2,Ideal,J,61.2,55,8.33,8.3,5.09,2012-10-08
776,0.3,VS1,Premium,G,62.9,60,4.22,4.18,2.64,2012-10-08
810,0.36,SI1,Premium,E,61.3,56,4.62,4.58,2.82,2012-10-08
3936,0.91,SI2,Very Good,E,62.4,58,6.11,6.14,3.82,2012-10-08
5466,1.22,SI1,Premium,I,62.2,57,6.87,6.79,4.25,2012-10-08
11036,2,SI2,Good,J,61.5,61,7.97,8.06,4.93,2012-10-08
1170,0.39,VS1,Ideal,D,62,57,4.71,4.67,2.91,2012-10-08
3453,0.84,SI1,Very Good,E,58.8,58,6.16,6.28,3.66,2012-10-08
1084,0.51,SI1,Premium,I,61.3,58,5.16,5.11,3.15,2012-10-08
4873,1.03,SI2,Ideal,G,61.8,55,6.5,6.52,4.02,2012-10-08
2829,0.8,SI2,Premium,E,60.2,57,6.05,6.01,3.63,2012-10-08
7421,1.36,SI2,Premium,E,61.7,59,7.2,7.09,4.41,2012-10-08
2140,0.82,SI1,Good,J,57.4,59,6.25,6.19,3.57,2012-10-08
979,0.3,VVS1,Ideal,E,62.5,54,4.32,4.29,2.69,2012-10-08
8736,2,SI2,Fair,I,69.1,56,7.84,7.7,5.37,2012-10-08
781,0.33,VS2,Ideal,D,62.6,56,4.39,4.43,2.76,2012-10-08
1700,0.53,VS1,Ideal,E,60.9,57,5.19,5.25,3.18,2012-10-08
5207,1.07,VS1,Ideal,I,62,57,6.5,6.56,4.05,2012-10-08
2058,0.7,SI1,Ideal,E,61.8,57,5.71,5.68,3.52,2012-10-08
787,0.3,VS1,Premium,G,62.5,59,4.32,4.25,2.68,2012-10-08
6825,1.01,VS1,Good,F,61.2,56,6.42,6.49,3.95,2012-10-08
4391,1.21,SI1,Premium,J,62.7,57,6.77,6.72,4.23,2012-10-08
4420,0.92,SI1,Premium,F,62.1,60,6.22,6.21,3.86,2012-10-08
1327,0.45,VVS1,Very Good,G,62.2,58,4.9,4.97,3.07,2012-10-08
477,0.34,SI2,Premium,E,61.5,58,4.49,4.52,2.77,2012-10-08
8895,1.28,VS1,Very Good,G,59.2,57,7.05,7.13,4.2,2012-10-08
6377,2.03,I1,Premium,G,61.1,58,8.11,8.06,4.94,2012-10-08
5218,1.21,SI2,Premium,H,60.9,61,6.88,6.82,4.17,2012-10-08
2850,1.2,I1,Very Good,H,63.1,60,6.75,6.67,4.23,2012-10-08
837,0.32,VVS2,Ideal,E,60.9,55,4.41,4.43,2.69,2012-10-08
725,0.41,SI1,Very Good,E,60.4,58,4.75,4.79,2.88,2012-10-08
11050,1.74,VS1,Premium,J,62.5,58,7.67,7.65,4.79,2012-10-08
1197,0.58,SI2,Very Good,G,59.5,59,5.41,5.45,3.23,2012-10-08
977,0.31,IF,Ideal,H,60.8,57,4.4,4.38,2.67,2012-10-08
449,0.24,VVS2,Very Good,H,61.5,56,3.99,4.01,2.46,2012-10-08
741,0.36,VS2,Very Good,F,61.3,59,4.55,4.6,2.79,2012-10-08
1715,0.55,VS2,Ideal,F,61.4,56,5.28,5.31,3.25,2012-10-08
1010,0.4,VVS2,Very Good,D,62.2,62,4.68,4.71,2.92,2012-10-08
1235,0.42,VVS1,Ideal,G,62,56,4.84,4.81,2.99,2012-10-08
1436,0.5,SI1,Very Good,D,61,61,5.08,5.11,3.11,2012-10-08
645,0.32,VS2,Very Good,F,59.5,61,4.42,4.46,2.64,2012-10-08
5131,1.02,SI1,Very Good,H,59.9,58,6.57,6.66,3.96,2012-10-08
3530,1.03,SI2,Fair,G,65.7,58,6.32,6.26,4.13,2012-10-08
10652,1.5,VS1,Very Good,H,63.4,59,7.13,7.2,4.54,2012-10-08
2136,0.53,VVS1,Very Good,G,58.9,60,5.23,5.3,3.1,2012-10-08
8110,1.52,VS1,Premium,J,62,59,7.34,7.36,4.56,2012-10-08
880,0.34,VS2,Ideal,F,62.6,54,4.48,4.46,2.8,2012-10-08
5006,1.11,SI1,Ideal,I,62.2,54,6.64,6.68,4.14,2012-10-08
9777,1.7,SI1,Premium,G,62.4,59,7.63,7.57,4.74,2012-10-26
5501,1.01,VS2,Fair,F,65.5,62,6.19,6.23,4.07,2012-10-26
4872,1.16,SI1,Premium,I,62.7,57,6.76,6.67,4.21,2012-10-26
1986,0.55,VS1,Very Good,E,61.6,55,5.26,5.28,3.25,2012-10-26
18275,2.13,SI1,Ideal,H,62.2,55,8.2,8.27,5.12,2012-10-26
1920,0.56,VS2,Good,E,62.3,63,5.22,5.27,3.27,2012-10-26
4559,1.01,SI1,Good,H,60.3,64,6.5,6.53,3.93,2012-10-26
743,0.33,VS1,Premium,H,59.7,59,4.53,4.52,2.7,2012-10-26
18791,2.15,SI2,Ideal,G,62.6,54,8.29,8.35,5.21,2012-10-26
1154,0.45,VS1,Good,G,58.1,61.2,5.02,5.07,2.93,2012-10-26
689,0.36,VVS2,Ideal,H,61.4,55,4.57,4.6,2.82,2012-10-26
7500,1.37,VS2,Ideal,I,61.3,56,7.15,7.18,4.39,2012-10-26
1076,0.41,VS2,Ideal,D,62.2,54,4.81,4.77,2.98,2012-10-26
11075,1.52,SI1,Good,E,63.5,58,7.29,7.36,4.65,2012-10-26
720,0.32,VS2,Premium,G,61,59,4.46,4.42,2.71,2012-10-26
1120,0.43,VVS1,Ideal,I,60.6,57,4.88,4.94,2.97,2012-10-26
743,0.33,SI1,Premium,E,62,60,4.43,4.38,2.73,2012-10-26
854,0.33,VS1,Premium,G,61.3,58,4.45,4.42,2.72,2012-10-26
954,0.32,IF,Very Good,G,62.4,55,4.4,4.42,2.75,2012-10-26
457,0.3,VS1,Ideal,I,62,57,4.26,4.29,2.65,2012-10-26
5290,1.04,SI1,Very Good,F,60.1,62,6.54,6.6,3.95,2012-10-26
1872,0.52,VS1,Ideal,F,61.2,57,5.2,5.16,3.17,2012-10-26
10623,1.52,VS2,Fair,G,55.2,66,7.72,7.67,4.26,2012-10-26
2401,0.7,SI1,Good,F,63.8,60,5.6,5.63,3.58,2012-10-26
812,0.38,SI2,Premium,D,59.2,61,4.72,4.67,2.78,2012-10-26
668,0.33,VS2,Premium,H,60.4,60,4.52,4.48,2.72,2012-10-26
9444,1.7,SI2,Ideal,H,61.2,56,7.71,7.64,4.7,2012-10-26
1268,0.53,SI1,Very Good,F,62.9,57,5.15,5.18,3.25,2012-10-26
1383,0.57,SI1,Fair,E,64.6,59,5.22,5.18,3.36,2012-10-26
945,0.42,SI1,Premium,G,61.7,58,4.8,4.76,2.95,2012-10-26
1016,0.43,SI1,Ideal,E,62.3,57,4.82,4.78,2.99,2012-10-26
3803,0.85,VS2,Premium,E,60.2,60,6.14,6.09,3.68,2012-10-26
5768,1.09,SI1,Ideal,F,62,56,6.61,6.56,4.08,2012-10-26
710,0.3,VS1,Ideal,E,61.7,57,4.28,4.31,2.65,2012-10-26
2808,0.73,SI1,Very Good,D,63.1,57,5.74,5.7,3.61,2012-10-26
1197,0.41,IF,Very Good,G,60.9,59,4.8,4.85,2.94,2012-10-26
6097,1.01,SI1,Ideal,D,63,57,6.43,6.34,4.02,2012-10-26
2238,0.52,VVS2,Ideal,G,61.7,55,5.15,5.2,3.19,2012-10-26
6295,1.01,VS2,Ideal,G,59.6,59,6.52,6.57,3.9,2012-10-26
9540,1.9,SI1,Very Good,J,59.2,58,8.1,8.21,4.83,2012-10-26
2699,0.71,SI1,Ideal,F,61.3,57,5.72,5.79,3.53,2012-10-26
1230,0.41,VS1,Ideal,D,62.8,57,4.76,4.73,2.98,2012-10-26
2193,0.59,VVS1,Ideal,H,62.1,55,5.38,5.41,3.35,2012-10-26
821,0.36,VVS2,Very Good,G,61.9,58,4.54,4.6,2.83,2012-10-26
3290,0.91,VS2,Good,J,61.3,61,6.18,6.25,3.81,2012-10-26
2287,0.7,VS2,Very Good,H,60,55,5.73,5.77,3.45,2012-10-26
2641,0.73,VS1,Very Good,H,61.6,59,5.74,5.81,3.56,2012-10-26
7800,1.02,VVS2,Good,G,63.1,59,6.38,6.45,4.05,2012-10-26
905,0.43,VS2,Very Good,F,61.2,59,4.84,4.87,2.97,2012-10-26
2708,0.73,VS1,Very Good,G,61,60,5.76,5.84,3.54,2012-10-26
3013,0.9,SI1,Premium,D,62.2,60,6.08,6.05,3.77,2012-10-26
855,0.38,VVS2,Very Good,J,63.4,56,4.62,4.56,2.91,2012-10-26
1867,0.53,VVS2,Ideal,G,61.9,54,5.2,5.23,3.23,2012-10-26
16564,2.28,VS2,Premium,J,62.9,58,8.42,8.34,5.27,2012-10-26
6639,1.2,VS1,Ideal,I,62.5,55,6.76,6.81,4.24,2012-10-26
827,0.41,VS2,Ideal,G,61.4,54,4.77,4.84,2.95,2012-10-26
589,0.32,SI1,Premium,D,61.4,58,4.38,4.42,2.7,2012-10-26
16687,2.4,SI1,Ideal,J,62.7,57,8.6,8.5,5.36,2012-10-26
605,0.26,IF,Ideal,G,62.2,55,4.09,4.13,2.55,2012-10-26
810,0.3,IF,Very Good,I,63.3,56,4.26,4.21,2.68,2012-10-26
5929,1,SI1,Ideal,D,59.9,56,6.51,6.54,3.91,2012-10-26
13572,2.01,VS2,Premium,J,61.5,60,8.13,8.07,4.98,2012-10-26
603,0.38,SI2,Ideal,E,61.5,55,4.69,4.72,2.89,2012-10-26
1809,0.76,SI1,Good,J,63.8,57,5.78,5.74,3.67,2012-10-26
7575,1.01,VS1,Very Good,D,63.1,58,6.34,6.3,3.99,2012-10-26
910,0.41,VS2,Good,E,63.1,64,4.63,4.66,2.93,2012-10-26
3762,0.72,VVS1,Very Good,F,62.1,55,5.72,5.78,3.57,2012-10-26
2858,0.71,VS2,Premium,D,60.4,62,5.74,5.72,3.46,2012-10-26
8261,1.31,VS2,Very Good,H,60.4,58,7.04,7.09,4.27,2012-10-26
8843,1.11,VVS2,Ideal,G,63.1,57,6.55,6.6,4.15,2012-10-26
6732,1.02,VS2,Very Good,E,58.4,57,6.59,6.64,3.86,2012-10-26
13242,2.33,SI2,Good,G,63.9,60,8.37,8.3,5.32,2012-10-26
2861,0.82,SI2,Premium,E,61.7,59,6.01,5.98,3.7,2012-10-26
828,0.32,VVS2,Ideal,H,61.2,56,4.43,4.4,2.7,2012-10-26
702,0.4,SI2,Premium,I,60.5,58,4.82,4.76,2.9,2012-10-26
589,0.32,SI1,Ideal,D,59.6,57,4.42,4.47,2.65,2012-10-26
621,0.3,VS2,Ideal,E,61.3,58,4.3,4.32,2.64,2012-10-26
6928,1.3,VS1,Ideal,G,62.4,56,7.03,6.95,4.36,2012-10-26
4522,1.03,SI2,Ideal,E,62.5,56,6.48,6.45,4.04,2012-10-26
1046,0.31,VVS1,Ideal,G,59.5,56,4.43,4.41,2.63,2012-10-26
12945,1.67,VS2,Ideal,H,62.6,56,7.55,7.57,4.73,2012-10-26
1116,0.35,VVS1,Premium,E,60.7,59,4.58,4.55,2.77,2012-10-26
596,0.34,VS1,Premium,H,61.4,59,4.5,4.53,2.77,2012-10-26
5882,1.01,VS2,Premium,E,59.5,60,6.3,6.24,3.73,2012-10-26
776,0.3,VS2,Premium,F,60.4,58,4.33,4.31,2.61,2012-10-26
989,0.41,VS1,Good,D,64.2,55,4.72,4.75,3.04,2012-10-26
1315,0.53,SI2,Ideal,E,60.9,57,5.23,5.21,3.18,2012-10-26
6606,1.01,VS2,Good,E,56.7,61,6.71,6.66,3.79,2012-10-26
4244,1.01,SI2,Ideal,I,62.8,57,6.36,6.41,4.01,2012-10-26
10333,1.09,VVS2,Ideal,E,60.9,56,6.66,6.7,4.07,2012-10-26
5741,1.01,SI1,Premium,E,62.8,58,6.38,6.33,3.99,2012-10-26
7584,1,VVS2,Very Good,G,59.8,59,6.47,6.51,3.88,2012-10-26
625,0.31,VS2,Ideal,F,62.6,57,4.29,4.33,2.7,2012-10-26
11161,1.51,VS1,Premium,H,61,60,7.29,7.34,4.46,2012-10-26
4163,1,SI2,Ideal,H,62.5,54,6.32,6.38,3.97,2012-10-26
764,0.4,VS2,Ideal,H,61.8,54.5,4.74,4.77,2.94,2012-10-26
13203,3,I1,Premium,G,59.7,60,9.42,9.26,5.58,2012-10-26
1356,0.58,SI2,Ideal,D,61.7,54,5.4,5.43,3.34,2012-10-26
698,0.31,VVS2,Premium,I,62.2,57,4.37,4.34,2.71,2012-10-26
4183,0.9,VS1,Fair,F,66.2,55,6.11,5.97,4,2012-10-26
769,0.26,VVS1,Ideal,F,62.4,56,4.11,4.1,2.56,2012-10-26
875,0.32,VVS1,Fair,D,62.4,61,4.38,4.44,2.75,2012-10-26
1993,0.54,VS2,Premium,D,61.7,58,5.24,5.16,3.21,2012-10-26
3595,0.9,SI1,Very Good,H,62.3,58,6.16,6.19,3.85,2012-10-26
743,0.33,SI1,Premium,E,60.9,58,4.5,4.46,2.73,2012-10-26
1433,0.43,VVS1,Premium,E,59.5,58,4.92,4.96,2.94,2012-10-26
7283,1.32,SI1,Very Good,H,62.8,56,6.94,7,4.38,2012-10-26
6888,1.23,SI1,Premium,G,61.2,59,6.88,6.81,4.19,2012-10-26
854,0.33,VVS2,Premium,H,62.4,60,4.42,4.39,2.75,2012-10-26
8994,1.59,SI2,Very Good,E,61.1,57,7.48,7.54,4.59,2012-10-26
13730,1.4,VS1,Premium,D,62.8,58,7.17,7.07,4.47,2012-10-26
2114,0.72,SI2,Very Good,G,60.6,61,5.73,5.79,3.49,2012-10-26
10046,1.5,SI1,Very Good,E,60.5,63,7.42,7.35,4.48,2012-10-26
1323,0.4,VVS2,Premium,D,60.4,59,4.77,4.76,2.88,2012-10-26
4884,1.02,SI1,Premium,H,62.9,59,6.41,6.38,4.02,2012-10-26
3179,0.81,SI1,Good,D,63.9,58,5.9,5.85,3.75,2012-10-26
4964,1.02,SI1,Good,G,63.6,58,6.34,6.39,4.05,2012-10-26
638,0.3,VVS1,Good,H,63.1,54,4.28,4.34,2.72,2012-10-26
7781,1.08,VS2,Ideal,F,61,57,6.61,6.68,4.06,2012-10-26
2227,0.58,VS1,Ideal,F,60.3,57,5.47,5.44,3.29,2013-04-10
4704,1.2,SI1,Very Good,I,63.3,57,6.7,6.66,4.23,2013-04-10
10521,1.57,SI1,Ideal,H,60.5,57,7.6,7.57,4.59,2013-04-10
1754,0.57,VS2,Premium,F,60.3,58,5.4,5.44,3.27,2013-04-10
5706,1.09,SI1,Premium,H,59.5,58,6.73,6.71,4,2013-04-10
1625,0.56,VS2,Ideal,E,61.6,57,5.3,5.32,3.27,2013-04-10
958,0.42,VS2,Ideal,E,61.8,57,4.77,4.81,2.96,2013-04-10
655,0.3,VVS2,Ideal,G,62.2,57,4.25,4.3,2.66,2013-04-10
2298,0.72,SI2,Premium,F,60.5,59,5.83,5.8,3.52,2013-04-10
7832,1.5,VS1,Premium,J,62,61,7.37,7.24,4.53,2013-04-10
2838,0.71,SI1,Ideal,F,59.8,53,5.86,5.82,3.49,2013-04-10
12053,1.06,VVS2,Ideal,D,62,56,6.53,6.57,4.06,2013-04-10
4719,1.32,VS1,Premium,I,62.4,58,7.01,6.96,4.36,2013-04-10
579,0.33,VVS2,Ideal,I,62.4,56,4.41,4.43,2.76,2013-04-10
717,0.4,VS2,Good,H,63.1,62,4.75,4.66,2.97,2013-04-10
2639,0.9,SI2,Fair,E,64.4,58,6.07,6.01,3.89,2013-04-10
5602,1.22,SI1,Premium,I,61.3,58,6.94,6.9,4.24,2013-04-10
10019,1.04,VVS2,Ideal,E,62.9,55,6.47,6.51,4.08,2013-04-10
12958,1.28,VVS2,Ideal,F,62.2,56,6.95,6.91,4.32,2013-04-10
4318,1.02,SI2,Good,D,61.5,61,6.34,6.41,3.92,2013-04-10
2316,0.72,VS2,Premium,H,61.7,56,5.77,5.73,3.55,2013-04-10
2823,0.71,VS2,Premium,E,62.3,58,5.71,5.66,3.54,2013-04-10
579,0.4,SI2,Very Good,F,62.6,53,4.7,4.75,2.96,2013-04-10
606,0.36,SI1,Very Good,G,61.8,57.8,4.52,4.58,2.81,2013-04-10
638,0.41,SI2,Good,E,63.8,57,4.68,4.75,3.01,2013-04-10
3070,0.92,SI2,Good,J,59,63,6.3,6.35,3.73,2013-04-10
13420,2,SI2,Premium,G,62.9,58,7.98,7.92,5,2013-04-10
878,0.3,VVS1,Premium,H,61.3,61,4.29,4.26,2.62,2013-04-10
3148,0.77,VS1,Ideal,G,62.2,56,5.9,5.85,3.66,2013-04-10
3550,0.92,SI2,Premium,D,62.5,59,6.24,6.2,3.89,2013-04-10
413,0.3,VVS2,Ideal,J,62,54,4.3,4.34,2.68,2013-04-10
453,0.31,VVS2,Ideal,J,61.8,54,4.38,4.39,2.71,2013-04-10
3596,0.84,VS2,Very Good,G,61.8,57,6.04,6.07,3.74,2013-04-10
1205,0.51,SI2,Premium,E,62.7,52,5.15,5.12,3.22,2013-04-10
3781,0.82,VVS2,Ideal,H,61.4,56,6.01,6.05,3.71,2013-04-10
1232,0.8,I1,Fair,E,65.5,54,5.84,5.68,3.78,2013-04-10
1080,0.4,VVS1,Ideal,I,60.5,57,4.79,4.76,2.89,2013-04-10
3562,0.75,VS2,Ideal,D,61.7,55,5.85,5.82,3.6,2013-04-10
2661,0.73,SI1,Ideal,E,60.1,56,5.91,5.87,3.54,2013-04-10
475,0.3,SI1,Ideal,F,61.9,56,4.3,4.32,2.67,2013-04-10
4158,1.36,SI2,Fair,J,67.8,55,6.73,6.66,4.54,2013-04-10
2379,0.74,SI1,Ideal,F,60.4,56,5.86,5.83,3.53,2013-04-10
1982,0.74,VS1,Fair,J,58.8,68,5.91,5.8,3.44,2013-04-10
5654,1.23,VS2,Premium,G,61.6,58,6.91,6.85,4.24,2013-04-10
1221,0.47,VS1,Premium,H,61.8,58,4.99,4.94,3.07,2013-04-10
3690,1,SI1,Good,J,61.7,62,6.37,6.4,3.94,2013-04-10
2337,0.7,SI1,Good,F,59.7,64,5.71,5.74,3.42,2013-04-10
4663,0.91,SI1,Premium,D,59,61,6.35,6.29,3.73,2013-04-10
4839,1.03,SI2,Ideal,D,60.7,55,6.61,6.53,3.99,2013-04-10
